ID;Q1_niveau;Q2_gabarit;Q3_usage;Q4_distance;Q5_poids;Q6_terrain;Q7_loisir;Q8_suspension;Q9_budget;Q10_priorité;warning1;warning2;warning3;PROFIL
n02024;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_offroad;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_usage;debutant;;;P3_4_commuterXXL
n02025;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_offroad;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_poids;debutant;;;P0_reveur
n02026;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_offroad;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_budget;debutant;;;P0_reveur
n02027;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_offroad;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_usage;debutant;;;P0_reveur
n02028;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_offroad;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_poids;debutant;;;P0_reveur
n02029;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_offroad;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_budget;debutant;;;P1_debutant_malin
n02030;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_offroad;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_usage;debutant;;;P1_debutant_malin
n02031;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_offroad;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_poids;debutant;;;P0_reveur
n02032;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_offroad;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_budget;debutant;;;P5_indecis
n02033;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_offroad;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_usage;debutant;;;P3_4_commuterXXL
n02034;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_offroad;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_poids;debutant;;;P0_reveur
n02035;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_budget;debutant;;;P0_reveur
n02036;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_usage;debutant;;;P0_reveur
n02037;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_poids;debutant;;;P0_reveur
n02038;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_budget;debutant;;;P1_debutant_malin
n02039;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_usage;debutant;;;P1_debutant_malin
n02040;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_poids;debutant;;;P0_reveur
n02041;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_budget;debutant;;;P5_indecis
n02042;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_usage;debutant;;;P3_4_commuterXXL
n02043;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_poids;debutant;;;P0_reveur
n02044;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_budget;debutant;;;P0_reveur
n02045;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_usage;debutant;;;P0_reveur
n02046;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_poids;debutant;;;P0_reveur
n02047;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_budget;debutant;;;P1_debutant_malin
n02048;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_usage;debutant;;;P1_debutant_malin
n02049;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_poids;debutant;;;P0_reveur
n02050;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_budget;debutant;;;P5_indecis
n02051;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_usage;debutant;;;P3_4_commuterXXL
n02052;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_vitesse;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_poids;debutant;;;P0_reveur
n02053;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_budget;debutant;;;P0_reveur
n02054;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_usage;debutant;;;P0_reveur
n02055;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_poids;debutant;;;P0_reveur
n02056;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_budget;debutant;;;P1_debutant_malin
n02057;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_usage;debutant;;;P1_debutant_malin
n02058;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_poids;debutant;;;P0_reveur
n02059;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_budget;debutant;;;P5_indecis
n02060;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_usage;debutant;;;P3_4_commuterXXL
n02061;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_poids;debutant;;;P0_reveur
n02062;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_budget;debutant;;;P0_reveur
n02063;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_usage;debutant;;;P0_reveur
n02064;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_poids;debutant;;;P0_reveur
n02065;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_budget;debutant;;;P1_debutant_malin
n02066;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_usage;debutant;;;P1_debutant_malin
n02067;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_poids;debutant;;;P0_reveur
n02068;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_budget;debutant;;;P5_indecis
n02069;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_usage;debutant;;;P3_4_commuterXXL
n02070;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_poids;debutant;;;P0_reveur
n02071;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_budget;debutant;;;P0_reveur
n02072;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_usage;debutant;;;P0_reveur
n02073;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_poids;debutant;;;P0_reveur
n02074;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_budget;debutant;;;P1_debutant_malin
n02075;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_usage;debutant;;;P1_debutant_malin
n02076;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_poids;debutant;;;P0_reveur
n02077;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_budget;debutant;;;P5_indecis
n02078;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_usage;debutant;;;P3_4_commuterXXL
n02079;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_poids;debutant;;;P0_reveur
n02080;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_budget;debutant;;;P0_reveur
n02081;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_usage;debutant;;;P0_reveur
n02082;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_poids;debutant;;;P0_reveur
n02083;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_budget;debutant;;;P1_debutant_malin
n02084;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_usage;debutant;;;P1_debutant_malin
n02085;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_poids;debutant;;;P0_reveur
n02086;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_budget;debutant;;;P5_indecis
n02087;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_usage;debutant;;;P3_4_commuterXXL
n02088;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_poids;debutant;;;P0_reveur
n02089;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_budget;debutant;;entretien;P0_reveur
n02090;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_usage;debutant;;entretien;P0_reveur
n02091;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_poids;debutant;;entretien;P0_reveur
n02092;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_budget;debutant;;entretien;P1_debutant_malin
n02093;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_usage;debutant;;entretien;P1_debutant_malin
n02094;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_poids;debutant;;entretien;P0_reveur
n02095;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_budget;debutant;;entretien;P5_indecis
n02096;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_usage;debutant;;entretien;P3_4_commuterXXL
n02097;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_poids;debutant;;entretien;P0_reveur
n02098;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P0_reveur
n02099;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;entretien;P0_reveur
n02100;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n02101;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;entretien;P1_debutant_malin
n02102;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;entretien;P1_debutant_malin
n02103;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n02104;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P5_indecis
n02105;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P3_4_commuterXXL
n02106;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n02107;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_budget;debutant;;;P0_reveur
n02108;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_usage;debutant;;;P0_reveur
n02109;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_poids;debutant;;;P0_reveur
n02110;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_budget;debutant;;;P1_debutant_malin
n02111;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_usage;debutant;;;P1_debutant_malin
n02112;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_poids;debutant;;;P0_reveur
n02113;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_budget;debutant;;;P5_indecis
n02114;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_usage;debutant;;;P3_4_commuterXXL
n02115;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_poids;debutant;;;P0_reveur
n02116;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;;P0_reveur
n02117;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;;P0_reveur
n02118;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;;P0_reveur
n02119;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;;P1_debutant_malin
n02120;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;;P1_debutant_malin
n02121;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;;P0_reveur
n02122;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;;P5_indecis
n02123;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;;P3_4_commuterXXL
n02124;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;;P0_reveur
n02125;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_budget;debutant;;;P0_reveur
n02126;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_usage;debutant;;;P0_reveur
n02127;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_poids;debutant;;;P0_reveur
n02128;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_budget;debutant;;;P1_debutant_malin
n02129;Q1_debutant;Q2_gabarit_standard;Q3_utilitaire;Q4_distance4_tres_longue;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_usage;debutant;;;P1_debutant_malin
