ID;Q1_niveau;Q2_gabarit;Q3_usage;Q4_distance;Q5_poids;Q6_terrain;Q7_loisir;Q8_suspension;Q9_budget;Q10_priorité;warning1;warning2;warning3;PROFIL
n03354;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03355;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P0_reveur
n03356;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P4_3_voyageur
n03357;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03358;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P1_debutant_malin
n03359;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;entretien;P1_debutant_malin
n03360;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03361;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;entretien;P5_indecis
n03362;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;entretien;P4_3_voyageur
n03363;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03364;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P0_reveur
n03365;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P4_3_voyageur
n03366;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_endurance;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03367;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P1_debutant_malin
n03368;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;entretien;P1_debutant_malin
n03369;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03370;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;entretien;P5_indecis
n03371;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;entretien;P3_2_regulier
n03372;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P5_indecis
n03373;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P5_indecis
n03374;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P3_2_regulier
n03375;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P5_indecis
n03376;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P1_debutant_malin
n03377;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;entretien;P1_debutant_malin
n03378;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03379;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;entretien;P5_indecis
n03380;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;entretien;P3_2_regulier
n03381;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P5_indecis
n03382;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P5_indecis
n03383;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P3_2_regulier
n03384;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain1_lisse;Q7_style_decouverte;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P5_indecis
n03385;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P0_reveur
n03386;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;entretien;P1_debutant_malin
n03387;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03388;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;entretien;P4_1_voltigeur
n03389;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;entretien;P4_1_voltigeur
n03390;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03391;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P4_1_voltigeur
n03392;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P4_1_voltigeur
n03393;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03394;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P0_reveur
n03395;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;entretien;P1_debutant_malin
n03396;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03397;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;entretien;P4_1_voltigeur
n03398;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;entretien;P4_1_voltigeur
n03399;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03400;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P4_1_voltigeur
n03401;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P4_1_voltigeur
n03402;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_offroad;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03403;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P0_reveur
n03404;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;entretien;P1_debutant_malin
n03405;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03406;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;entretien;P1_debutant_malin
n03407;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;entretien;P4_2_pistard
n03408;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03409;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P0_reveur
n03410;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P4_2_pistard
n03411;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03412;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P0_reveur
n03413;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;entretien;P1_debutant_malin
n03414;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03415;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;entretien;P1_debutant_malin
n03416;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;entretien;P4_2_pistard
n03417;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03418;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P0_reveur
n03419;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P4_2_pistard
n03420;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_vitesse;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03421;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P1_debutant_malin
n03422;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;entretien;P1_debutant_malin
n03423;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03424;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;entretien;P5_indecis
n03425;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;entretien;P4_3_voyageur
n03426;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03427;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P0_reveur
n03428;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P4_3_voyageur
n03429;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03430;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P1_debutant_malin
n03431;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;entretien;P1_debutant_malin
n03432;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03433;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;entretien;P5_indecis
n03434;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;entretien;P4_3_voyageur
n03435;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03436;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P0_reveur
n03437;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P4_3_voyageur
n03438;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_endurance;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P0_reveur
n03439;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P1_debutant_malin
n03440;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;entretien;P1_debutant_malin
n03441;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03442;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;entretien;P5_indecis
n03443;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;entretien;P3_2_regulier
n03444;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_avec;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P5_indecis
n03445;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P5_indecis
n03446;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P3_2_regulier
n03447;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_avec;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P5_indecis
n03448;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P1_debutant_malin
n03449;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_usage;debutant;suspension;entretien;P1_debutant_malin
n03450;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_sans;Q9_budget1_serre;Q10_priorite_poids;debutant;suspension;entretien;P1_debutant_malin
n03451;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_budget;debutant;suspension;entretien;P5_indecis
n03452;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_usage;debutant;suspension;entretien;P3_2_regulier
n03453;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_sans;Q9_budget2_moyen;Q10_priorite_poids;debutant;suspension;entretien;P5_indecis
n03454;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_budget;debutant;suspension;entretien;P5_indecis
n03455;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_usage;debutant;suspension;entretien;P3_2_regulier
n03456;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_intensif;Q6_terrain3_offroad;Q7_style_decouverte;Q8_suspension_sans;Q9_budget3_premium;Q10_priorite_poids;debutant;suspension;entretien;P5_indecis
n03457;Q1_debutant;Q2_gabarit_standard;Q3_loisir;Q4_distance2_moyenne;Q5_portage_modere;Q6_terrain2_chaussee;Q7_style_offroad;Q8_suspension_avec;Q9_budget1_serre;Q10_priorite_budget;debutant;suspension;entretien;P1_debutant_malin
